,음식,label,구간
1074,"('귀리밥(반공기)', '김치수제비국', '콩나물찜')",1157,32
1075,"('귀리밥(반공기)', '김치수제비국', '훈제닭가슴살')",1159,22
1076,"('귀리밥(반공기)', '김치수제비국', '계란프라이')",1143,15
1077,"('귀리밥(반공기)', '김치수제비국', '계란찜')",1142,32
1078,"('귀리밥(반공기)', '김치수제비국', '계란햄말이')",1144,25
1079,"('귀리밥(반공기)', '김치수제비국', '쇠고기장조림')",1150,24
1080,"('귀리밥(반공기)', '우거지국', '콩나물무침')",1296,2
1081,"('귀리밥(반공기)', '우거지국', '고사리나물')",1285,3
1082,"('귀리밥(반공기)', '우거지국', '버섯볶음')",1289,10
1083,"('귀리밥(반공기)', '우거지국', '진미채볶음')",1294,18
1084,"('귀리밥(반공기)', '우거지국', '낚지볶음')",1288,27
1085,"('귀리밥(반공기)', '우거지국', '김치참치볶음')",1287,3
1086,"('귀리밥(반공기)', '우거지국', '갈치구이')",1280,28
1087,"('귀리밥(반공기)', '우거지국', '조기구이')",1293,9
1088,"('귀리밥(반공기)', '우거지국', '잔멸치볶음')",1292,5
1089,"('귀리밥(반공기)', '우거지국', '감자채볶음')",1281,7
1090,"('귀리밥(반공기)', '우거지국', '애호박볶음')",1291,8
1091,"('귀리밥(반공기)', '우거지국', '골뱅이무침')",1286,12
1092,"('귀리밥(반공기)', '우거지국', '홍합무침')",1298,11
1093,"('귀리밥(반공기)', '우거지국', '코다리찜')",1295,18
1094,"('귀리밥(반공기)', '우거지국', '콩나물찜')",1297,29
1095,"('귀리밥(반공기)', '우거지국', '훈제닭가슴살')",1299,15
1096,"('귀리밥(반공기)', '우거지국', '계란프라이')",1283,8
1097,"('귀리밥(반공기)', '우거지국', '계란찜')",1282,29
1098,"('귀리밥(반공기)', '우거지국', '계란햄말이')",1284,18
1099,"('귀리밥(반공기)', '우거지국', '쇠고기장조림')",1290,17
1100,"('현미밥(반공기)', '쇠고기국', '콩나물무침')",2116,7
1101,"('현미밥(반공기)', '쇠고기국', '고사리나물')",2105,9
1102,"('현미밥(반공기)', '쇠고기국', '버섯볶음')",2109,19
1103,"('현미밥(반공기)', '쇠고기국', '진미채볶음')",2114,27
1104,"('현미밥(반공기)', '쇠고기국', '낚지볶음')",2108,32
1105,"('현미밥(반공기)', '쇠고기국', '김치참치볶음')",2107,9
1106,"('현미밥(반공기)', '쇠고기국', '갈치구이')",2100,33
1107,"('현미밥(반공기)', '쇠고기국', '조기구이')",2113,18
1108,"('현미밥(반공기)', '쇠고기국', '잔멸치볶음')",2112,13
1109,"('현미밥(반공기)', '쇠고기국', '감자채볶음')",2101,16
1110,"('현미밥(반공기)', '쇠고기국', '애호박볶음')",2111,17
1111,"('현미밥(반공기)', '쇠고기국', '골뱅이무침')",2106,21
1112,"('현미밥(반공기)', '쇠고기국', '홍합무침')",2118,20
1113,"('현미밥(반공기)', '쇠고기국', '코다리찜')",2115,27
1114,"('현미밥(반공기)', '쇠고기국', '콩나물찜')",2117,33
1115,"('현미밥(반공기)', '쇠고기국', '훈제닭가슴살')",2119,24
1116,"('현미밥(반공기)', '쇠고기국', '계란프라이')",2103,17
1117,"('현미밥(반공기)', '쇠고기국', '계란찜')",2102,33
1118,"('현미밥(반공기)', '쇠고기국', '계란햄말이')",2104,27
1119,"('현미밥(반공기)', '쇠고기국', '쇠고기장조림')",2110,26
1120,"('현미밥(반공기)', '시래기국', '콩나물무침')",2136,4
1121,"('현미밥(반공기)', '시래기국', '고사리나물')",2125,5
1122,"('현미밥(반공기)', '시래기국', '버섯볶음')",2129,14
1123,"('현미밥(반공기)', '시래기국', '진미채볶음')",2134,22
1124,"('현미밥(반공기)', '시래기국', '낚지볶음')",2128,30
1125,"('현미밥(반공기)', '시래기국', '김치참치볶음')",2127,5
1126,"('현미밥(반공기)', '시래기국', '갈치구이')",2120,30
1127,"('현미밥(반공기)', '시래기국', '조기구이')",2133,13
1128,"('현미밥(반공기)', '시래기국', '잔멸치볶음')",2132,8
1129,"('현미밥(반공기)', '시래기국', '감자채볶음')",2121,11
1130,"('현미밥(반공기)', '시래기국', '애호박볶음')",2131,12
1131,"('현미밥(반공기)', '시래기국', '골뱅이무침')",2126,16
1132,"('현미밥(반공기)', '시래기국', '홍합무침')",2138,15
1133,"('현미밥(반공기)', '시래기국', '코다리찜')",2135,22
1134,"('현미밥(반공기)', '시래기국', '콩나물찜')",2137,31
1135,"('현미밥(반공기)', '시래기국', '훈제닭가슴살')",2139,19
1136,"('현미밥(반공기)', '시래기국', '계란프라이')",2123,12
1137,"('현미밥(반공기)', '시래기국', '계란찜')",2122,31
1138,"('현미밥(반공기)', '시래기국', '계란햄말이')",2124,22
1139,"('현미밥(반공기)', '시래기국', '쇠고기장조림')",2130,21
1140,"('현미밥(반공기)', '감자맑은국', '콩나물무침')",1996,6
1141,"('현미밥(반공기)', '감자맑은국', '고사리나물')",1985,9
1142,"('현미밥(반공기)', '감자맑은국', '버섯볶음')",1989,18
1143,"('현미밥(반공기)', '감자맑은국', '진미채볶음')",1994,27
1144,"('현미밥(반공기)', '감자맑은국', '낚지볶음')",1988,32
1145,"('현미밥(반공기)', '감자맑은국', '김치참치볶음')",1987,9
1146,"('현미밥(반공기)', '감자맑은국', '갈치구이')",1980,32
1147,"('현미밥(반공기)', '감자맑은국', '조기구이')",1993,18
1148,"('현미밥(반공기)', '감자맑은국', '잔멸치볶음')",1992,12
1149,"('현미밥(반공기)', '감자맑은국', '감자채볶음')",1981,16
1150,"('현미밥(반공기)', '감자맑은국', '애호박볶음')",1991,17
1151,"('현미밥(반공기)', '감자맑은국', '골뱅이무침')",1986,21
1152,"('현미밥(반공기)', '감자맑은국', '홍합무침')",1998,20
1153,"('현미밥(반공기)', '감자맑은국', '코다리찜')",1995,26
1154,"('현미밥(반공기)', '감자맑은국', '콩나물찜')",1997,33
1155,"('현미밥(반공기)', '감자맑은국', '훈제닭가슴살')",1999,24
1156,"('현미밥(반공기)', '감자맑은국', '계란프라이')",1983,17
1157,"('현미밥(반공기)', '감자맑은국', '계란찜')",1982,33
1158,"('현미밥(반공기)', '감자맑은국', '계란햄말이')",1984,26
1159,"('현미밥(반공기)', '감자맑은국', '쇠고기장조림')",1990,25
1160,"('현미밥(반공기)', '감자수제비국', '콩나물무침')",2016,13
1161,"('현미밥(반공기)', '감자수제비국', '고사리나물')",2005,16
1162,"('현미밥(반공기)', '감자수제비국', '버섯볶음')",2009,25
1163,"('현미밥(반공기)', '감자수제비국', '진미채볶음')",2014,31
1164,"('현미밥(반공기)', '감자수제비국', '낚지볶음')",2008,35
1165,"('현미밥(반공기)', '감자수제비국', '김치참치볶음')",2007,16
1166,"('현미밥(반공기)', '감자수제비국', '갈치구이')",2000,35
1167,"('현미밥(반공기)', '감자수제비국', '조기구이')",2013,25
1168,"('현미밥(반공기)', '감자수제비국', '잔멸치볶음')",2012,19
1169,"('현미밥(반공기)', '감자수제비국', '감자채볶음')",2001,23
1170,"('현미밥(반공기)', '감자수제비국', '애호박볶음')",2011,24
1171,"('현미밥(반공기)', '감자수제비국', '골뱅이무침')",2006,27
1172,"('현미밥(반공기)', '감자수제비국', '홍합무침')",2018,27
1173,"('현미밥(반공기)', '감자수제비국', '코다리찜')",2015,30
1174,"('현미밥(반공기)', '감자수제비국', '콩나물찜')",2017,35
1175,"('현미밥(반공기)', '감자수제비국', '훈제닭가슴살')",2019,29
1176,"('현미밥(반공기)', '감자수제비국', '계란프라이')",2003,24
1177,"('현미밥(반공기)', '감자수제비국', '계란찜')",2002,35
1178,"('현미밥(반공기)', '감자수제비국', '계란햄말이')",2004,30
1179,"('현미밥(반공기)', '감자수제비국', '쇠고기장조림')",2010,30
1180,"('현미밥(반공기)', '바지락국', '콩나물무침')",2096,5
1181,"('현미밥(반공기)', '바지락국', '고사리나물')",2085,7
1182,"('현미밥(반공기)', '바지락국', '버섯볶음')",2089,16
1183,"('현미밥(반공기)', '바지락국', '진미채볶음')",2094,24
1184,"('현미밥(반공기)', '바지락국', '낚지볶음')",2088,31
1185,"('현미밥(반공기)', '바지락국', '김치참치볶음')",2087,7
1186,"('현미밥(반공기)', '바지락국', '갈치구이')",2080,31
1187,"('현미밥(반공기)', '바지락국', '조기구이')",2093,16
1188,"('현미밥(반공기)', '바지락국', '잔멸치볶음')",2092,10
1189,"('현미밥(반공기)', '바지락국', '감자채볶음')",2081,13
1190,"('현미밥(반공기)', '바지락국', '애호박볶음')",2091,15
1191,"('현미밥(반공기)', '바지락국', '골뱅이무침')",2086,18
1192,"('현미밥(반공기)', '바지락국', '홍합무침')",2098,18
1193,"('현미밥(반공기)', '바지락국', '코다리찜')",2095,24
1194,"('현미밥(반공기)', '바지락국', '콩나물찜')",2097,32
1195,"('현미밥(반공기)', '바지락국', '훈제닭가슴살')",2099,22
1196,"('현미밥(반공기)', '바지락국', '계란프라이')",2083,14
1197,"('현미밥(반공기)', '바지락국', '계란찜')",2082,32
1198,"('현미밥(반공기)', '바지락국', '계란햄말이')",2084,24
1199,"('현미밥(반공기)', '바지락국', '쇠고기장조림')",2090,23
1200,"('현미밥(반공기)', '오징어국', '콩나물무침')",2156,7
1201,"('현미밥(반공기)', '오징어국', '고사리나물')",2145,9
1202,"('현미밥(반공기)', '오징어국', '버섯볶음')",2149,19
1203,"('현미밥(반공기)', '오징어국', '진미채볶음')",2154,27
1204,"('현미밥(반공기)', '오징어국', '낚지볶음')",2148,32
1205,"('현미밥(반공기)', '오징어국', '김치참치볶음')",2147,9
1206,"('현미밥(반공기)', '오징어국', '갈치구이')",2140,32
1207,"('현미밥(반공기)', '오징어국', '조기구이')",2153,18
1208,"('현미밥(반공기)', '오징어국', '잔멸치볶음')",2152,13
1209,"('현미밥(반공기)', '오징어국', '감자채볶음')",2141,16
1210,"('현미밥(반공기)', '오징어국', '애호박볶음')",2151,17
1211,"('현미밥(반공기)', '오징어국', '골뱅이무침')",2146,21
1212,"('현미밥(반공기)', '오징어국', '홍합무침')",2158,20
1213,"('현미밥(반공기)', '오징어국', '코다리찜')",2155,27
1214,"('현미밥(반공기)', '오징어국', '콩나물찜')",2157,33
1215,"('현미밥(반공기)', '오징어국', '훈제닭가슴살')",2159,24
1216,"('현미밥(반공기)', '오징어국', '계란프라이')",2143,17
1217,"('현미밥(반공기)', '오징어국', '계란찜')",2142,33
1218,"('현미밥(반공기)', '오징어국', '계란햄말이')",2144,27
1219,"('현미밥(반공기)', '오징어국', '쇠고기장조림')",2150,25
1220,"('현미밥(반공기)', '모시조개국', '콩나물무침')",2076,3
1221,"('현미밥(반공기)', '모시조개국', '고사리나물')",2065,3
1222,"('현미밥(반공기)', '모시조개국', '버섯볶음')",2069,11
1223,"('현미밥(반공기)', '모시조개국', '진미채볶음')",2074,19
1224,"('현미밥(반공기)', '모시조개국', '낚지볶음')",2068,28
1225,"('현미밥(반공기)', '모시조개국', '김치참치볶음')",2067,3
1226,"('현미밥(반공기)', '모시조개국', '갈치구이')",2060,29
1227,"('현미밥(반공기)', '모시조개국', '조기구이')",2073,10
1228,"('현미밥(반공기)', '모시조개국', '잔멸치볶음')",2072,5
1229,"('현미밥(반공기)', '모시조개국', '감자채볶음')",2061,8
1230,"('현미밥(반공기)', '모시조개국', '애호박볶음')",2071,9
1231,"('현미밥(반공기)', '모시조개국', '골뱅이무침')",2066,13
1232,"('현미밥(반공기)', '모시조개국', '홍합무침')",2078,12
1233,"('현미밥(반공기)', '모시조개국', '코다리찜')",2075,19
1234,"('현미밥(반공기)', '모시조개국', '콩나물찜')",2077,29
1235,"('현미밥(반공기)', '모시조개국', '훈제닭가슴살')",2079,16
1236,"('현미밥(반공기)', '모시조개국', '계란프라이')",2063,9
1237,"('현미밥(반공기)', '모시조개국', '계란찜')",2062,29
1238,"('현미밥(반공기)', '모시조개국', '계란햄말이')",2064,19
1239,"('현미밥(반공기)', '모시조개국', '쇠고기장조림')",2070,18
1240,"('현미밥(반공기)', '홍합우거지국', '콩나물무침')",2196,4
1241,"('현미밥(반공기)', '홍합우거지국', '고사리나물')",2185,5
1242,"('현미밥(반공기)', '홍합우거지국', '버섯볶음')",2189,14
1243,"('현미밥(반공기)', '홍합우거지국', '진미채볶음')",2194,22
1244,"('현미밥(반공기)', '홍합우거지국', '낚지볶음')",2188,29
1245,"('현미밥(반공기)', '홍합우거지국', '김치참치볶음')",2187,5
1246,"('현미밥(반공기)', '홍합우거지국', '갈치구이')",2180,30
1247,"('현미밥(반공기)', '홍합우거지국', '조기구이')",2193,13
1248,"('현미밥(반공기)', '홍합우거지국', '잔멸치볶음')",2192,8
1249,"('현미밥(반공기)', '홍합우거지국', '감자채볶음')",2181,11
1250,"('현미밥(반공기)', '홍합우거지국', '애호박볶음')",2191,12
1251,"('현미밥(반공기)', '홍합우거지국', '골뱅이무침')",2186,16
1252,"('현미밥(반공기)', '홍합우거지국', '홍합무침')",2198,15
1253,"('현미밥(반공기)', '홍합우거지국', '코다리찜')",2195,22
1254,"('현미밥(반공기)', '홍합우거지국', '콩나물찜')",2197,30
1255,"('현미밥(반공기)', '홍합우거지국', '훈제닭가슴살')",2199,19
1256,"('현미밥(반공기)', '홍합우거지국', '계란프라이')",2183,12
1257,"('현미밥(반공기)', '홍합우거지국', '계란찜')",2182,31
1258,"('현미밥(반공기)', '홍합우거지국', '계란햄말이')",2184,22
1259,"('현미밥(반공기)', '홍합우거지국', '쇠고기장조림')",2190,20
1260,"('현미밥(반공기)', '김치콩나물국', '콩나물무침')",2056,3
1261,"('현미밥(반공기)', '김치콩나물국', '고사리나물')",2045,4
1262,"('현미밥(반공기)', '김치콩나물국', '버섯볶음')",2049,12
1263,"('현미밥(반공기)', '김치콩나물국', '진미채볶음')",2054,20
1264,"('현미밥(반공기)', '김치콩나물국', '낚지볶음')",2048,28
1265,"('현미밥(반공기)', '김치콩나물국', '김치참치볶음')",2047,4
1266,"('현미밥(반공기)', '김치콩나물국', '갈치구이')",2040,29
1267,"('현미밥(반공기)', '김치콩나물국', '조기구이')",2053,11
1268,"('현미밥(반공기)', '김치콩나물국', '잔멸치볶음')",2052,6
1269,"('현미밥(반공기)', '김치콩나물국', '감자채볶음')",2041,9
1270,"('현미밥(반공기)', '김치콩나물국', '애호박볶음')",2051,10
1271,"('현미밥(반공기)', '김치콩나물국', '골뱅이무침')",2046,14
1272,"('현미밥(반공기)', '김치콩나물국', '홍합무침')",2058,13
1273,"('현미밥(반공기)', '김치콩나물국', '코다리찜')",2055,20
1274,"('현미밥(반공기)', '김치콩나물국', '콩나물찜')",2057,29
1275,"('현미밥(반공기)', '김치콩나물국', '훈제닭가슴살')",2059,17
1276,"('현미밥(반공기)', '김치콩나물국', '계란프라이')",2043,10
1277,"('현미밥(반공기)', '김치콩나물국', '계란찜')",2042,30
1278,"('현미밥(반공기)', '김치콩나물국', '계란햄말이')",2044,20
1279,"('현미밥(반공기)', '김치콩나물국', '쇠고기장조림')",2050,18
1280,"('현미밥(반공기)', '김치수제비국', '콩나물무침')",2036,9
1281,"('현미밥(반공기)', '김치수제비국', '고사리나물')",2025,11
1282,"('현미밥(반공기)', '김치수제비국', '버섯볶음')",2029,21
1283,"('현미밥(반공기)', '김치수제비국', '진미채볶음')",2034,28
1284,"('현미밥(반공기)', '김치수제비국', '낚지볶음')",2028,33
1285,"('현미밥(반공기)', '김치수제비국', '김치참치볶음')",2027,11
1286,"('현미밥(반공기)', '김치수제비국', '갈치구이')",2020,33
1287,"('현미밥(반공기)', '김치수제비국', '조기구이')",2033,20
1288,"('현미밥(반공기)', '김치수제비국', '잔멸치볶음')",2032,15
1289,"('현미밥(반공기)', '김치수제비국', '감자채볶음')",2021,18
1290,"('현미밥(반공기)', '김치수제비국', '애호박볶음')",2031,19
1291,"('현미밥(반공기)', '김치수제비국', '골뱅이무침')",2026,23
1292,"('현미밥(반공기)', '김치수제비국', '홍합무침')",2038,22
1293,"('현미밥(반공기)', '김치수제비국', '코다리찜')",2035,28
1294,"('현미밥(반공기)', '김치수제비국', '콩나물찜')",2037,34
1295,"('현미밥(반공기)', '김치수제비국', '훈제닭가슴살')",2039,26
1296,"('현미밥(반공기)', '김치수제비국', '계란프라이')",2023,19
1297,"('현미밥(반공기)', '김치수제비국', '계란찜')",2022,34
1298,"('현미밥(반공기)', '김치수제비국', '계란햄말이')",2024,28
1299,"('현미밥(반공기)', '김치수제비국', '쇠고기장조림')",2030,27
1300,"('현미밥(반공기)', '우거지국', '콩나물무침')",2176,3
1301,"('현미밥(반공기)', '우거지국', '고사리나물')",2165,5
1302,"('현미밥(반공기)', '우거지국', '버섯볶음')",2169,13
1303,"('현미밥(반공기)', '우거지국', '진미채볶음')",2174,22
1304,"('현미밥(반공기)', '우거지국', '낚지볶음')",2168,29
1305,"('현미밥(반공기)', '우거지국', '김치참치볶음')",2167,5
1306,"('현미밥(반공기)', '우거지국', '갈치구이')",2160,30
1307,"('현미밥(반공기)', '우거지국', '조기구이')",2173,13
1308,"('현미밥(반공기)', '우거지국', '잔멸치볶음')",2172,7
1309,"('현미밥(반공기)', '우거지국', '감자채볶음')",2161,11
1310,"('현미밥(반공기)', '우거지국', '애호박볶음')",2171,12
1311,"('현미밥(반공기)', '우거지국', '골뱅이무침')",2166,16
1312,"('현미밥(반공기)', '우거지국', '홍합무침')",2178,15
1313,"('현미밥(반공기)', '우거지국', '코다리찜')",2175,21
1314,"('현미밥(반공기)', '우거지국', '콩나물찜')",2177,30
1315,"('현미밥(반공기)', '우거지국', '훈제닭가슴살')",2179,19
1316,"('현미밥(반공기)', '우거지국', '계란프라이')",2163,12
1317,"('현미밥(반공기)', '우거지국', '계란찜')",2162,31
1318,"('현미밥(반공기)', '우거지국', '계란햄말이')",2164,21
1319,"('현미밥(반공기)', '우거지국', '쇠고기장조림')",2170,20
1320,"('강낭콩밥(반공기)', '쇠고기국', '콩나물무침')",136,10
1321,"('강낭콩밥(반공기)', '쇠고기국', '고사리나물')",125,12
1322,"('강낭콩밥(반공기)', '쇠고기국', '버섯볶음')",129,22
1323,"('강낭콩밥(반공기)', '쇠고기국', '진미채볶음')",134,29
1324,"('강낭콩밥(반공기)', '쇠고기국', '낚지볶음')",128,34
1325,"('강낭콩밥(반공기)', '쇠고기국', '김치참치볶음')",127,12
1326,"('강낭콩밥(반공기)', '쇠고기국', '갈치구이')",120,34
1327,"('강낭콩밥(반공기)', '쇠고기국', '조기구이')",133,21
1328,"('강낭콩밥(반공기)', '쇠고기국', '잔멸치볶음')",132,16
1329,"('강낭콩밥(반공기)', '쇠고기국', '감자채볶음')",121,19
1330,"('강낭콩밥(반공기)', '쇠고기국', '애호박볶음')",131,20
1331,"('강낭콩밥(반공기)', '쇠고기국', '골뱅이무침')",126,24
1332,"('강낭콩밥(반공기)', '쇠고기국', '홍합무침')",138,23
1333,"('강낭콩밥(반공기)', '쇠고기국', '코다리찜')",135,29
1334,"('강낭콩밥(반공기)', '쇠고기국', '콩나물찜')",137,34
1335,"('강낭콩밥(반공기)', '쇠고기국', '훈제닭가슴살')",139,27
1336,"('강낭콩밥(반공기)', '쇠고기국', '계란프라이')",123,20
1337,"('강낭콩밥(반공기)', '쇠고기국', '계란찜')",122,34
1338,"('강낭콩밥(반공기)', '쇠고기국', '계란햄말이')",124,29
1339,"('강낭콩밥(반공기)', '쇠고기국', '쇠고기장조림')",130,28
1340,"('강낭콩밥(반공기)', '시래기국', '콩나물무침')",156,5
1341,"('강낭콩밥(반공기)', '시래기국', '고사리나물')",145,7
1342,"('강낭콩밥(반공기)', '시래기국', '버섯볶음')",149,17
1343,"('강낭콩밥(반공기)', '시래기국', '진미채볶음')",154,25
1344,"('강낭콩밥(반공기)', '시래기국', '낚지볶음')",148,31
1345,"('강낭콩밥(반공기)', '시래기국', '김치참치볶음')",147,7
1346,"('강낭콩밥(반공기)', '시래기국', '갈치구이')",140,32
1347,"('강낭콩밥(반공기)', '시래기국', '조기구이')",153,16
1348,"('강낭콩밥(반공기)', '시래기국', '잔멸치볶음')",152,11
1349,"('강낭콩밥(반공기)', '시래기국', '감자채볶음')",141,14
1350,"('강낭콩밥(반공기)', '시래기국', '애호박볶음')",151,15
1351,"('강낭콩밥(반공기)', '시래기국', '골뱅이무침')",146,19
1352,"('강낭콩밥(반공기)', '시래기국', '홍합무침')",158,18
1353,"('강낭콩밥(반공기)', '시래기국', '코다리찜')",155,25
1354,"('강낭콩밥(반공기)', '시래기국', '콩나물찜')",157,32
1355,"('강낭콩밥(반공기)', '시래기국', '훈제닭가슴살')",159,22
1356,"('강낭콩밥(반공기)', '시래기국', '계란프라이')",143,15
1357,"('강낭콩밥(반공기)', '시래기국', '계란찜')",142,32
1358,"('강낭콩밥(반공기)', '시래기국', '계란햄말이')",144,25
1359,"('강낭콩밥(반공기)', '시래기국', '쇠고기장조림')",150,24
1360,"('강낭콩밥(반공기)', '감자맑은국', '콩나물무침')",16,9
1361,"('강낭콩밥(반공기)', '감자맑은국', '고사리나물')",5,12
1362,"('강낭콩밥(반공기)', '감자맑은국', '버섯볶음')",9,21
1363,"('강낭콩밥(반공기)', '감자맑은국', '진미채볶음')",14,29
1364,"('강낭콩밥(반공기)', '감자맑은국', '낚지볶음')",8,33
1365,"('강낭콩밥(반공기)', '감자맑은국', '김치참치볶음')",7,12
1366,"('강낭콩밥(반공기)', '감자맑은국', '갈치구이')",0,34
1367,"('강낭콩밥(반공기)', '감자맑은국', '조기구이')",13,21
1368,"('강낭콩밥(반공기)', '감자맑은국', '잔멸치볶음')",12,15
1369,"('강낭콩밥(반공기)', '감자맑은국', '감자채볶음')",1,19
1370,"('강낭콩밥(반공기)', '감자맑은국', '애호박볶음')",11,20
1371,"('강낭콩밥(반공기)', '감자맑은국', '골뱅이무침')",6,24
1372,"('강낭콩밥(반공기)', '감자맑은국', '홍합무침')",18,23
1373,"('강낭콩밥(반공기)', '감자맑은국', '코다리찜')",15,28
1374,"('강낭콩밥(반공기)', '감자맑은국', '콩나물찜')",17,34
1375,"('강낭콩밥(반공기)', '감자맑은국', '훈제닭가슴살')",19,27
1376,"('강낭콩밥(반공기)', '감자맑은국', '계란프라이')",3,20
1377,"('강낭콩밥(반공기)', '감자맑은국', '계란찜')",2,34
1378,"('강낭콩밥(반공기)', '감자맑은국', '계란햄말이')",4,28
1379,"('강낭콩밥(반공기)', '감자맑은국', '쇠고기장조림')",10,28
1380,"('강낭콩밥(반공기)', '감자수제비국', '콩나물무침')",36,16
1381,"('강낭콩밥(반공기)', '감자수제비국', '고사리나물')",25,19
1382,"('강낭콩밥(반공기)', '감자수제비국', '버섯볶음')",29,28
1383,"('강낭콩밥(반공기)', '감자수제비국', '진미채볶음')",34,32
1384,"('강낭콩밥(반공기)', '감자수제비국', '낚지볶음')",28,35
1385,"('강낭콩밥(반공기)', '감자수제비국', '김치참치볶음')",27,19
1386,"('강낭콩밥(반공기)', '감자수제비국', '갈치구이')",20,35
1387,"('강낭콩밥(반공기)', '감자수제비국', '조기구이')",33,27
1388,"('강낭콩밥(반공기)', '감자수제비국', '잔멸치볶음')",32,22
1389,"('강낭콩밥(반공기)', '감자수제비국', '감자채볶음')",21,26
1390,"('강낭콩밥(반공기)', '감자수제비국', '애호박볶음')",31,27
1391,"('강낭콩밥(반공기)', '감자수제비국', '골뱅이무침')",26,29
1392,"('강낭콩밥(반공기)', '감자수제비국', '홍합무침')",38,29
1393,"('강낭콩밥(반공기)', '감자수제비국', '코다리찜')",35,32
1394,"('강낭콩밥(반공기)', '감자수제비국', '콩나물찜')",37,35
1395,"('강낭콩밥(반공기)', '감자수제비국', '훈제닭가슴살')",39,31
1396,"('강낭콩밥(반공기)', '감자수제비국', '계란프라이')",23,27
1397,"('강낭콩밥(반공기)', '감자수제비국', '계란찜')",22,35
1398,"('강낭콩밥(반공기)', '감자수제비국', '계란햄말이')",24,32
1399,"('강낭콩밥(반공기)', '감자수제비국', '쇠고기장조림')",30,31
1400,"('강낭콩밥(반공기)', '바지락국', '콩나물무침')",116,7
1401,"('강낭콩밥(반공기)', '바지락국', '고사리나물')",105,10
1402,"('강낭콩밥(반공기)', '바지락국', '버섯볶음')",109,19
1403,"('강낭콩밥(반공기)', '바지락국', '진미채볶음')",114,27
1404,"('강낭콩밥(반공기)', '바지락국', '낚지볶음')",108,32
1405,"('강낭콩밥(반공기)', '바지락국', '김치참치볶음')",107,10
1406,"('강낭콩밥(반공기)', '바지락국', '갈치구이')",100,33
1407,"('강낭콩밥(반공기)', '바지락국', '조기구이')",113,19
1408,"('강낭콩밥(반공기)', '바지락국', '잔멸치볶음')",112,13
1409,"('강낭콩밥(반공기)', '바지락국', '감자채볶음')",101,16
1410,"('강낭콩밥(반공기)', '바지락국', '애호박볶음')",111,18
1411,"('강낭콩밥(반공기)', '바지락국', '골뱅이무침')",106,21
1412,"('강낭콩밥(반공기)', '바지락국', '홍합무침')",118,21
1413,"('강낭콩밥(반공기)', '바지락국', '코다리찜')",115,27
1414,"('강낭콩밥(반공기)', '바지락국', '콩나물찜')",117,33
1415,"('강낭콩밥(반공기)', '바지락국', '훈제닭가슴살')",119,25
1416,"('강낭콩밥(반공기)', '바지락국', '계란프라이')",103,17
1417,"('강낭콩밥(반공기)', '바지락국', '계란찜')",102,34
1418,"('강낭콩밥(반공기)', '바지락국', '계란햄말이')",104,27
1419,"('강낭콩밥(반공기)', '바지락국', '쇠고기장조림')",110,26
1420,"('강낭콩밥(반공기)', '오징어국', '콩나물무침')",176,10
1421,"('강낭콩밥(반공기)', '오징어국', '고사리나물')",165,12
1422,"('강낭콩밥(반공기)', '오징어국', '버섯볶음')",169,22
1423,"('강낭콩밥(반공기)', '오징어국', '진미채볶음')",174,29
1424,"('강낭콩밥(반공기)', '오징어국', '낚지볶음')",168,33
1425,"('강낭콩밥(반공기)', '오징어국', '김치참치볶음')",167,12
1426,"('강낭콩밥(반공기)', '오징어국', '갈치구이')",160,34
1427,"('강낭콩밥(반공기)', '오징어국', '조기구이')",173,21
1428,"('강낭콩밥(반공기)', '오징어국', '잔멸치볶음')",172,16
1429,"('강낭콩밥(반공기)', '오징어국', '감자채볶음')",161,19
1430,"('강낭콩밥(반공기)', '오징어국', '애호박볶음')",171,20
1431,"('강낭콩밥(반공기)', '오징어국', '골뱅이무침')",166,24
1432,"('강낭콩밥(반공기)', '오징어국', '홍합무침')",178,23
1433,"('강낭콩밥(반공기)', '오징어국', '코다리찜')",175,29
1434,"('강낭콩밥(반공기)', '오징어국', '콩나물찜')",177,34
1435,"('강낭콩밥(반공기)', '오징어국', '훈제닭가슴살')",179,27
1436,"('강낭콩밥(반공기)', '오징어국', '계란프라이')",163,20
1437,"('강낭콩밥(반공기)', '오징어국', '계란찜')",162,34
1438,"('강낭콩밥(반공기)', '오징어국', '계란햄말이')",164,29
1439,"('강낭콩밥(반공기)', '오징어국', '쇠고기장조림')",170,28
1440,"('강낭콩밥(반공기)', '모시조개국', '콩나물무침')",96,4
1441,"('강낭콩밥(반공기)', '모시조개국', '고사리나물')",85,5
1442,"('강낭콩밥(반공기)', '모시조개국', '버섯볶음')",89,14
1443,"('강낭콩밥(반공기)', '모시조개국', '진미채볶음')",94,22
1444,"('강낭콩밥(반공기)', '모시조개국', '낚지볶음')",88,30
1445,"('강낭콩밥(반공기)', '모시조개국', '김치참치볶음')",87,5
1446,"('강낭콩밥(반공기)', '모시조개국', '갈치구이')",80,30
1447,"('강낭콩밥(반공기)', '모시조개국', '조기구이')",93,13
1448,"('강낭콩밥(반공기)', '모시조개국', '잔멸치볶음')",92,8
1449,"('강낭콩밥(반공기)', '모시조개국', '감자채볶음')",81,11
1450,"('강낭콩밥(반공기)', '모시조개국', '애호박볶음')",91,12
1451,"('강낭콩밥(반공기)', '모시조개국', '골뱅이무침')",86,16
